X,Pitch,Smooth
85,248.7745,2.474171212
86,248.7775,2.474193357
87,248.781,2.474214097
88,248.7835,2.474159028
89,248.791,2.474159793
90,249.702,2.479535819
91,249.702,2.479491988
92,249.707,2.479521613
93,249.705,2.479492231
94,249.7095,2.479562725
95,249.711,2.479575996
96,249.7135,2.479577659
97,249.716,2.479570555
98,249.7165,2.479560368
99,249.7145,2.47952222
100,249.71,2.479469261
101,249.7075,2.479445684
102,249.7075,2.479436918
103,249.707,2.479420808
104,249.71,2.479464878
105,249.7125,2.479475307
106,249.715,2.479485736
107,249.717,2.479493203
108,249.718,2.479525425
109,249.7155,2.47950623
110,249.718,2.479525425
111,249.72,2.479537274
112,249.722,2.47955789
113,249.7265,2.479602084
114,249.7295,2.479615476
115,249.7295,2.479602326
116,249.733,2.47961868
117,249.7305,2.479577569
118,249.7295,2.479562878
119,249.7295,2.479554113
120,249.7315,2.47959226
121,249.733,2.479601147
122,249.732,2.479586456
123,249.7325,2.479589418
124,249.7325,2.479585035
125,249.7315,2.479574728
126,249.731,2.479576148
127,249.7305,2.479568803
128,249.7325,2.479602568
129,249.7355,2.479633492
130,249.735,2.479634913
131,249.7375,2.479671642
132,249.738,2.479670221
133,249.7395,2.479692258
134,249.737,2.479659912
135,249.7345,2.479627567
136,249.745,2.47974238
137,249.751,2.479813002
138,249.759,2.47987794
139,249.7635,2.479926526
140,249.767,2.479912189
141,249.7765,2.48000794
142,249.7755,2.479962553
143,249.801,2.480280292
144,249.8125,2.480414234
145,250.7365,2.486092507
146,250.7715,2.486590708
147,251.686,2.50000596
148,251.74,2.500600562
149,251.797,2.501096923
150,252.763,2.507039944
151,253.7335,2.512875933
152,255.651,2.532776344
153,255.692,2.533307148
154,255.7035,2.533491058
155,255.716,2.533616608
156,256.626,2.547711236
157,255.695,2.542249847
158,255.6905,2.542301776
159,255.686,2.542307194
160,255.656,2.541921612
161,254.705,2.527544133
162,253.7585,2.521931574
163,253.739,2.530345888
164,253.7135,2.530265928
165,253.7055,2.53025921
166,253.7035,2.530362529
167,253.6865,2.530223061
168,252.7885,2.524856963
169,252.7715,2.524694635
170,252.76,2.524565493
171,252.7545,2.524592092
172,252.7585,2.524657604
173,252.7505,2.52460475
174,252.739,2.524480207
175,252.7265,2.524345044
176,252.713,2.524199264
177,252.705,2.524160206
178,252.693,2.524069444
179,252.6775,2.523975959
180,251.7625,2.51846647
181,252.658,2.52378942
182,251.734,2.509780461
183,251.7325,2.509649233
184,251.732,2.509628128
185,251.732,2.509555706
186,251.7285,2.509489458
187,251.724,2.509471525
188,251.7125,2.509384463
189,250.8025,2.503977285
190,250.7875,2.503891844
191,250.784,2.503852819
192,250.7825,2.503843824
193,250.7765,2.503758249
194,250.7745,2.503723714
195,250.773,2.503719228
196,250.771,2.503716252
197,250.769,2.503713276
198,250.768,2.503738839
199,250.768,2.503720805
200,250.7705,2.503744813
201,250.767,2.503692266
202,250.7625,2.503656266
203,250.7785,2.503788276
204,250.791,2.503890286
205,250.7915,2.503906812
206,250.794,2.503930822
207,250.7945,2.503960877
208,250.7945,2.503978915
209,250.793,2.503947372
210,250.793,2.503942863
211,250.798,2.503936772
212,251.7045,2.509359119
213,251.709,2.509386103
214,251.713,2.509419141
215,251.7125,2.509407091
216,251.7125,2.50939804
217,251.712,2.509390516
218,251.711,2.509393571
219,251.713,2.509401038
220,251.7115,2.509387518
221,251.7135,2.509413087
222,251.7145,2.50942361
223,251.716,2.509446182
224,251.717,2.50946123
225,251.715,2.509376827
226,251.715,2.509381352
227,251.7155,2.509384351
228,251.7175,2.509418971
229,251.7205,2.509464115
230,251.72,2.509465642
231,251.719,2.509464172
232,251.7125,2.509379938
233,251.708,2.509321277
234,251.706,2.509304759
235,251.701,2.509247628
236,251.702,2.509249099
237,251.6985,2.509219063
238,251.699,2.509213012
239,251.696,2.509181449
240,251.696,2.509185974
241,251.695,2.509189027
242,251.6935,2.509170984
243,251.69,2.509127376
244,251.69,2.509127376
245,251.6865,2.509083769
246,251.684,2.509064255
247,251.6895,2.509101756
248,251.6885,2.509091236
249,251.6885,2.50907314
250,251.692,2.509094125
251,251.6875,2.509071668
252,251.683,2.509040163
253,250.7775,2.503610969
254,250.7705,2.503573506
255,250.764,2.50353904
256,250.7465,2.503479186
257,250.732,2.503396751
258,249.803,2.497830929
259,249.802,2.497847386
260,250.7275,2.503387798
261,250.7365,2.503414719
262,250.7685,2.50362913
263,251.6905,2.509116801
264,251.697,2.509074339
265,251.697,2.509056244
266,251.6985,2.50905619
267,251.699,2.509068235
268,251.698,2.509080335
269,251.6995,2.509130045
270,251.6985,2.509110477
271,251.703,2.509137458
272,251.7055,2.509143398
273,251.706,2.5091283
274,251.7175,2.509233444
275,251.722,2.509292098
276,251.7235,2.509301092
277,251.727,2.509340177
278,251.731,2.509386786
279,251.7355,2.509427344
280,251.7415,2.509472371
281,251.7485,2.509527921
282,251.742,2.509466318
283,251.7475,2.509503823
284,251.7575,2.509609042
285,251.765,2.509681172
286,251.772,2.509768412
287,251.773,2.509778936
288,251.771,2.50978505
289,251.7725,2.509825733
290,251.7715,2.509837845
291,251.773,2.509860422
292,251.7775,2.509910045
293,251.7835,2.509973193
294,251.7835,2.509973193
295,251.7845,2.509992773
296,251.7825,2.509962668
297,251.7835,2.50995961
298,251.786,2.509974602
299,251.788,2.509986597
300,251.7825,2.509858538
301,251.776,2.509769765
302,251.772,2.509695988
303,251.78,2.509766591
304,251.783,2.509780054
305,251.784,2.509767944
306,251.781,2.509704692
307,251.7835,2.509737787
308,251.7815,2.509698638
309,251.7815,2.509676007
310,251.7825,2.509691055
311,251.7825,2.509700108
312,251.7825,2.509700108
313,251.7835,2.509697051
314,251.784,2.509700049
315,251.7855,2.509722622
316,251.787,2.509740669
317,251.787,2.509740669
318,251.786,2.50972562
319,251.7875,2.509721036
320,251.7905,2.509748076
321,251.792,2.509761596
322,252.683,2.515108634
323,252.6895,2.515183949
324,252.696,2.51529107
325,252.7195,2.51555922
326,252.724,2.515586207
327,253.69,2.530207253
328,254.6765,2.545287409
329,255.6875,2.560578364
330,257.597,2.581615956
331,257.6575,2.582240003
332,258.597,2.597239079
333,258.6005,2.59738896
334,259.559,2.612768734
335,259.5785,2.613280837
336,258.678,2.608009026
337,259.578,2.622808772
338,259.599,2.623346007
339,259.626,2.623794082
340,259.6275,2.623905028
341,259.6455,2.624175075
342,260.577,2.639395522
343,260.597,2.639691563
344,261.573,2.65580303
345,263.4925,2.678499309
346,264.525,2.695694817
347,267.4145,2.724765228
348,270.329,2.75450017
349,272.284,2.767641751
350,273.264,2.784814343
351,274.2275,2.791423327
352,274.3015,2.792445371
353,275.2345,2.809372453
354,275.2365,2.809706816
355,274.2115,2.80290807
356,268.416,2.765285017
357,264.5445,2.739989345
358,258.6955,2.701541082
359,253.737,2.679132035
360,250.8265,2.649913829
361,248.8325,2.636673672
362,244.9675,2.611172497
363,243.9425,2.604277987
364,242.9795,2.59788706
365,242.9415,2.597500592
366,242.9075,2.597124738
367,242.8865,2.596955162
368,242.876,2.596901875
369,242.876,2.596933375
370,242.8715,2.596919536
371,241.9705,2.591058084
372,241.9765,2.591181238
373,242.8915,2.597250581
374,242.9125,2.597530499
375,243.8615,2.613705093
376,243.914,2.614036481
377,245.844,2.626866956
378,251.719,2.666213242
379,257.6235,2.72737056
380,263.5385,2.778748578
381,272.3275,2.86256506
382,279.1145,2.921296997
383,282.068,2.942108814
384,283.162,2.950393299
385,287.9305,2.995533224
386,288.975,3.003119314
387,289.9775,3.010646854
388,290.0175,3.010993926
389,290.955,3.017858381
390,291.905,3.037318798
391,291.9685,3.038124723
392,292.905,3.0448191
393,292.959,3.045410274
394,294.847,3.072068083
395,295.8075,3.078766967
396,294.8795,3.058747142
397,294.866,3.058530728
398,294.8565,3.058227318
399,294.8405,3.057979158
400,294.8335,3.057851297
401,293.884,3.051309971
402,293.8565,3.050967706
403,292.906,3.044397913
404,292.874,3.044024762
405,292.866,3.044011725
406,292.8695,3.044193091
407,292.8725,3.044271106
408,292.8735,3.044306625
409,291.9735,3.038045811
410,292.87,3.044196581
411,292.8605,3.043944808
412,291.9585,3.024810927
413,291.945,3.024464577
414,291.9125,3.02400061
415,291.9065,3.023783608
416,291.921,3.02379995
417,291.9215,3.023621037
418,291.908,3.023296031
419,291.9105,3.023215195
420,292.842,3.029629168
421,292.8615,3.029806523
422,292.875,3.029843816
423,292.926,3.017695458
424,292.9255,3.017594732
425,292.91,3.017376811
426,291.96,3.010702258
427,292.8865,3.016881574
428,292.8735,3.016424086
429,291.888,3.009286189
430,290.954,2.990320451
431,290.9,2.989495137
432,289.009,2.963809944
433,288.0275,2.944187569
434,287.9955,2.943538645
435,286.088,2.906001726
436,287.0145,2.91184317
437,286.08,2.893666596
438,286.9965,2.899286931
439,286.099,2.881939305
440,286.0885,2.881672197
441,286.0625,2.881272278
442,286.042,2.880809681
443,286.015,2.880261251
444,286.013,2.880235742
445,286.061,2.869435368
446,286.056,2.869347719
447,286.046,2.869172436
448,285.0905,2.862782637
449,285.07,2.862514823
450,285.0615,2.862404532
451,285.07,2.862423561
452,286.0135,2.86830691
453,286.9575,2.874191758
454,286.961,2.874159534
455,286.967,2.87416812
456,286.962,2.874141585
457,286.9515,2.874024053
458,286.9375,2.874018294
459,284.073,2.855764457
460,283.0815,2.849438305
461,282.0775,2.842547896
462,282.026,2.84201898
463,280.1795,2.818869064
464,278.178,2.783026578
465,275.2835,2.732388738
466,275.271,2.731912256
467,274.3675,2.716175178
468,275.268,2.721780902
469,275.274,2.721780738
470,275.27,2.721761104
471,275.2615,2.721697169
472,275.2225,2.721081842
473,275.1685,2.720206298
474,274.2695,2.704664887
475,274.2715,2.704301276
476,275.2015,2.709931466
477,274.3295,2.694872373
478,275.2615,2.700483405
479,275.2495,2.700094192
480,274.291,2.684342713
481,274.2545,2.683911769
482,272.3325,2.662190742
483,270.422,2.640870367
484,270.3785,2.640501898
485,270.319,2.640021477
486,268.457,2.619371631
487,268.421,2.618993335
488,267.4665,2.604069149
489,267.4715,2.604026987
490,267.4875,2.604156609
491,267.497,2.604237634
492,268.387,2.609565504
493,267.4825,2.604040047
494,267.4865,2.604078463
495,267.475,2.603942169
496,267.467,2.603769173
497,268.3545,2.609047329
498,268.347,2.6089493
499,267.4575,2.603611247
500,267.457,2.603637094
501,267.4465,2.603617405
502,267.44,2.603607277
503,267.4365,2.603624753
504,267.438,2.603729911
505,267.446,2.603941395
506,268.3715,2.618572742
507,268.378,2.618792562
508,268.371,2.618882163
509,267.422,2.613026196
510,267.387,2.612693492
511,266.417,2.606780131
512,264.509,2.586370274
513,262.583,2.574828698
514,262.569,2.574768345
515,261.617,2.56901634
516,261.582,2.568745277
517,260.642,2.563070465
518,261.576,2.577555168
519,261.558,2.577513208
520,261.5555,2.577593278
521,261.5565,2.577656405
522,261.564,2.577820607
523,261.5625,2.577797282
524,262.5065,2.59256518
525,262.5115,2.592682475
526,262.526,2.592891251
527,263.489,2.60807182
528,263.511,2.608328781
529,263.523,2.608490379
530,263.532,2.608589496
531,263.5375,2.608652526
532,263.535,2.608583261
533,263.5335,2.608529923
534,263.55,2.608719007
535,263.5615,2.608823574
536,263.567,2.608852237
537,263.572,2.608877847
538,264.515,2.623952088
539,265.4185,2.629524008
540,265.4305,2.629657713
541,265.4415,2.629765274
542,265.4515,2.629856694
543,265.4525,2.629847823
544,265.464,2.629948455
545,265.4635,2.629895347
546,265.474,2.630044884
547,265.4835,2.630153262
548,265.484,2.630166342
549,265.4915,2.630212395
550,265.5045,2.63038232
551,265.5045,2.630367302
552,265.5105,2.630404146
553,266.4355,2.636049075
554,266.4375,2.63605131
555,266.4415,2.636065825
556,266.4505,2.636131136
557,266.456,2.636159885
558,266.4655,2.636313673
559,266.47,2.636386525
560,266.4625,2.636255058
561,266.4595,2.636121098
562,267.4115,2.641941386
563,267.422,2.641970571
564,267.4305,2.642047966
565,268.378,2.64783535
566,268.3735,2.647741959
567,268.372,2.647692284
568,267.4195,2.632373453
569,267.412,2.632242982
570,267.395,2.631989795
571,267.3905,2.631897591
572,265.4865,2.610927559
573,265.4715,2.610733918
574,265.4635,2.610621858
575,265.4535,2.610517215
576,265.4505,2.610489243
577,265.4495,2.610478291
578,265.445,2.610431448
579,265.4425,2.610401626
580,265.443,2.61043397
581,265.4455,2.610493106
582,265.446,2.610515682
583,265.4505,2.610586958
584,265.4525,2.610623523
585,265.4525,2.610613751
586,265.454,2.610632624
587,265.454,2.61063751
588,265.458,2.610695985
589,265.459,2.61069228
590,265.464,2.610751938
591,265.4665,2.610781768
592,265.4665,2.610815977
593,265.4675,2.610856255
594,265.4665,2.6108453
595,265.464,2.610820356
596,265.468,2.610859289
597,265.4705,2.610884234
598,265.4715,2.61089519
599,265.475,2.610931091
600,265.467,2.610838559
601,265.465,2.610816649
602,265.4635,2.610787999
603,265.4625,2.610772157
604,265.467,2.610838559
605,265.4655,2.61082457
606,265.469,2.610884907
607,265.467,2.610858109
608,265.466,2.610852041
609,265.462,2.61080822
610,264.5245,2.605109784
611,264.522,2.605084874
612,264.5255,2.605145071
613,264.523,2.605110421
614,264.523,2.605125031
615,264.5205,2.605100121
616,264.523,2.605139641
617,265.4645,2.620103566
618,265.4645,2.620118397
619,265.469,2.62017058
620,265.468,2.620144702
621,265.47,2.620161851
622,265.4695,2.620153856
623,265.467,2.620118823
624,264.5275,2.605176688
625,264.5265,2.605146269
626,264.5255,2.605120721
627,264.525,2.605122557
628,264.5235,2.605123195
629,264.526,2.605152975
630,264.522,2.605099484
631,264.522,2.605114093
632,264.5185,2.605097725
633,264.521,2.605132375
634,264.52,2.605106827
635,265.4615,2.620095145
636,265.4615,2.620109976
637,265.462,2.620182243
638,265.464,2.620248838
639,265.4675,2.620314703
640,265.4735,2.620415612
641,265.482,2.620536736
642,266.4235,2.635674073
643,266.436,2.635831159
644,266.442,2.635938306
645,266.451,2.636088998
646,266.457,2.636171049
647,266.468,2.636329025
648,267.395,2.651407026
649,267.3965,2.651441788
650,267.4045,2.651552396
651,267.4235,2.651848283
652,267.426,2.651955561
653,267.436,2.652124492
654,268.3595,2.667300386
655,268.364,2.667520008
656,268.3755,2.667700271
657,268.3915,2.667934436
658,268.409,2.668198698
659,268.4035,2.668320047
660,267.4785,2.662642851
661,267.485,2.662745269
662,267.5045,2.663062906
663,268.404,2.67804939
664,268.414,2.678216831
665,268.413,2.678168609
666,269.3375,2.683943493
667,269.338,2.683904507
668,269.337,2.683824564
669,269.3365,2.683726702
670,269.3565,2.683867519
671,268.4675,2.669003139
672,268.4625,2.668904617
673,268.443,2.668674474
674,268.4365,2.668525166
675,268.4175,2.668256711
676,268.424,2.668255635
677,269.3615,2.674014574
678,269.3425,2.673735265
679,269.3235,2.673450811
680,268.378,2.667503386
681,268.375,2.667469206
682,268.37,2.66740706
683,268.3655,2.667348023
684,268.3595,2.667305566
685,268.3575,2.66729314
686,268.36,2.667319031
687,268.3625,2.667344923
688,268.3635,2.667356315
689,268.3595,2.667326284
690,268.3625,2.667350102
691,268.362,2.667326277
692,268.3615,2.667297274
693,268.3605,2.667275523
694,268.3625,2.667303487
695,268.3625,2.667308666
696,268.3635,2.6673097
697,268.365,2.667324198
698,268.365,2.66730866
699,269.313,2.67320363
700,268.4105,2.658272659
701,268.383,2.657657268
702,267.4365,2.642185639
703,268.381,2.657583487
704,268.374,2.667442272
705,268.402,2.668269246
706,267.4695,2.662540403
707,267.455,2.662336613
708,267.444,2.662015157
709,268.3275,2.667054964
710,267.4005,2.651563393
711,266.466,2.636181102
712,268.36,2.657469142
713,268.364,2.667302447
714,268.39,2.66777483
715,268.4105,2.668337632
716,267.488,2.662753581
717,268.421,2.668657004
718,268.3925,2.677841126
719,268.412,2.678136127
720,268.417,2.678219849
721,269.364,2.684325054
722,269.381,2.68455249
723,269.409,2.684901436
724,269.4215,2.685048111
725,269.435,2.685201053
726,269.442,2.685313351
727,269.4425,2.68532702
728,269.4435,2.685322733
729,269.443,2.685319606
730,269.4405,2.685256535
731,269.4375,2.68521669
732,269.435,2.685174703
733,269.4375,2.685190339
734,270.384,2.691168376
735,270.396,2.691291036
736,270.3925,2.691216252
737,270.3875,2.691036902
738,270.393,2.690965545
739,271.3325,2.696798482
740,271.3445,2.696873525
741,271.3525,2.696912941
742,271.361,2.697008546
743,271.364,2.697032613
744,271.371,2.697161298
745,271.3625,2.697124059
746,271.347,2.696989975
747,270.382,2.690796303
748,270.3535,2.690528225
749,269.3945,2.684452573
750,269.3865,2.684418349
751,269.362,2.684212501
752,268.415,2.678191606
753,268.3845,2.677869783
754,268.3675,2.677674352
755,267.47,2.662822577
756,267.4715,2.662790553
757,267.475,2.66269861
758,267.479,2.662651127
759,267.488,2.662717406
760,268.429,2.668494104
761,269.3925,2.674493411
762,269.418,2.674740398
763,270.376,2.680747701
764,270.385,2.680683499
765,271.3395,2.686385954
766,272.2515,2.691770182
767,272.2585,2.691687534
768,272.2695,2.691703325
769,272.285,2.691794376
770,273.1945,2.697429573
771,273.1925,2.697374961
772,273.184,2.697274696
773,271.359,2.676442242
774,271.339,2.67623066
775,271.3235,2.676181504
776,270.3565,2.670166302
777,269.38,2.664190377
778,268.408,2.658200869
779,268.3685,2.667387381
780,268.3595,2.667347002
781,268.36,2.667277596
782,268.406,2.658224368
783,268.4365,2.65843329
784,269.3855,2.664296327
785,268.431,2.658358328
786,268.4115,2.658248103
787,268.409,2.658166071
788,268.4175,2.658223704
789,269.3645,2.664032939
790,269.367,2.664032964
791,269.3655,2.664018557
792,269.3585,2.663929059
793,268.4155,2.658088428
794,268.406,2.657993897
795,268.3965,2.657837926
796,268.391,2.657757875
797,268.3885,2.657839713
798,268.3905,2.657903271
799,268.404,2.658114695
800,268.4015,2.658124859
801,268.4025,2.658151524
802,268.4055,2.658190546
803,269.3065,2.673158048
804,268.373,2.66740498
805,268.373,2.66748268
806,268.3835,2.667713712
807,268.3925,2.667852549
808,268.4065,2.668043204
809,268.4115,2.668146845
810,268.4135,2.668242219
811,268.4195,2.668388388
812,268.4275,2.668500337
813,268.4415,2.668711828
814,268.4505,2.66884558
815,268.4525,2.668894325
816,269.3495,2.683823759
817,269.352,2.683881495
818,269.3625,2.684062945
819,269.3735,2.684221221
820,269.3925,2.684482198
821,269.3915,2.684502278
822,269.394,2.684544244
823,269.398,2.684611392
824,269.401,2.684661756
825,269.3955,2.684606293
826,269.4,2.684676572
827,269.405,2.684749981
828,269.405,2.684776321
829,269.404,2.684770067
830,269.4045,2.684804803
831,269.403,2.684821764
832,269.409,2.684975202
833,269.4095,2.685046831
834,268.478,2.679294201
835,269.3835,2.69467284
836,269.381,2.694753067
837,269.388,2.69496239
838,268.4835,2.689505231
839,269.4325,2.7058088
840,271.374,2.73943197
841,272.338,2.756758675
842,273.294,2.774152504
843,274.208,2.790851381
844,274.252,2.791700421
845,274.29,2.792399505
846,275.225,2.809476535
847,275.2705,2.810251739
848,275.2915,2.81062203
849,275.304,2.810924591
850,276.2225,2.828022991
851,276.2235,2.82808405
852,276.2635,2.828675541
853,277.232,2.846865122
854,277.2405,2.847050946
855,278.1845,2.865076146
856,278.1965,2.86526915
857,278.2105,2.865456825
858,278.2145,2.865514918
859,278.217,2.86554419
860,278.216,2.865499958
861,278.22,2.865495508
862,278.2175,2.865422459
863,278.2225,2.86544973
864,278.243,2.865693509
865,278.2625,2.865880562
866,279.174,2.871980045
867,279.1865,2.87205131
868,279.191,2.872056378
869,279.199,2.87212885
870,279.211,2.872278363
871,279.211,2.872171654
872,279.2225,2.872267595
873,280.1465,2.878394008
874,280.1565,2.878391788
875,280.161,2.878308616
876,279.224,2.860246968
877,279.202,2.859970289
878,279.1805,2.859740338
879,278.2335,2.853345545
880,278.2005,2.85301464
881,277.2395,2.835184585
882,277.2265,2.834958846
883,277.2235,2.834853975
884,277.251,2.835017771
885,278.187,2.84109094
886,278.198,2.841121093
887,279.1415,2.847126825
888,279.207,2.836465288
889,279.223,2.836461814
890,280.1685,2.842534987
891,280.179,2.842434405
892,281.109,2.848513543
893,281.0935,2.848192858
894,281.0775,2.847978304
895,280.1365,2.841664448
896,280.1235,2.841548717
897,280.0915,2.841205201
898,278.2525,2.818382324
899,279.1845,2.824413339
900,279.203,2.824504426
901,280.1345,2.83044197
902,280.138,2.830303387
903,280.138,2.830159897
904,280.1285,2.829906554
905,280.1265,2.82989349
906,280.129,2.829945682
907,280.1285,2.829972302
908,280.1355,2.830167477
909,280.1265,2.830192377
910,279.195,2.824291212
911,279.171,2.824134394
912,278.205,2.817733363
913,277.235,2.811283157
914,277.2255,2.811114595
915,278.162,2.817108104
916,278.167,2.816974594
917,279.1225,2.823156334
918,279.1515,2.823375529
919,279.1595,2.82344565
920,279.1685,2.823623554
921,279.1735,2.823751523
922,279.1555,2.823598196
923,279.1275,2.823308086
924,279.1215,2.823114078
925,279.1355,2.823163842
926,280.0695,2.829240335
927,280.078,2.829397414
928,279.154,2.823421634
929,279.172,2.823717896
930,279.1715,2.8237742
931,279.155,2.823529412
932,279.162,2.823485801
933,280.093,2.829483441
934,280.1125,2.829706417
935,280.1105,2.829777019
936,280.123,2.830127661
937,280.1195,2.830110772
938,279.1725,2.823709249
939,280.087,2.8294562
940,280.1135,2.829629291
941,280.1245,2.829898355
942,280.159,2.830691772
943,279.216,2.824589377
944,279.179,2.824246266
945,278.1655,2.816988533
946,278.189,2.806146465
947,278.1895,2.805956245
948,278.204,2.806056239
949,278.204,2.806038652
950,278.218,2.806240931
951,279.1325,2.823096617
952,279.131,2.823205899
953,278.1785,2.817138732
954,278.1565,2.817000957
955,277.201,2.810723862
956,277.18,2.810450686
957,277.177,2.810413353
958,277.1825,2.81055571
959,277.191,2.810723594
960,277.2025,2.810922929
961,277.2045,2.810995149
962,277.216,2.811159023
963,277.208,2.811112672
964,276.254,2.804791366
965,276.2475,2.80472532
966,276.246,2.804615309
967,277.175,2.810311608
968,277.198,2.79933271
969,277.203,2.787898919
970,275.2695,2.742951125
971,274.2875,2.726017613
972,274.2745,2.725626329
973,273.3595,2.709939637
974,273.3485,2.709865481
975,274.266,2.725529425
976,274.2795,2.725793512
977,274.2815,2.725963565
978,274.2745,2.73616729
979,274.2875,2.736397965
980,274.2995,2.736627846
981,275.26,2.753343334
982,276.21,2.759585156
983,277.1885,2.776672831
984,278.1995,2.794615499
985,279.159,2.812291243
986,280.121,2.830120572
987,281.118,2.848597037
988,282.0835,2.866897202
989,283.091,2.885978295
990,286.983,2.962411105
991,288.875,2.988593339
992,288.9845,2.990429584
993,289.954,3.010072755
994,290.0375,3.011376679
995,291.899,3.037540006
996,291.944,3.038088855
997,292.916,3.058483313
998,292.9335,3.058794383
999,292.946,3.059193392
1000,293.876,3.079507501
1001,293.874,3.079706735
1002,294.8285,3.10086827
1003,295.781,3.122317335
1004,295.7985,3.122762763
1005,295.8415,3.137559925
1006,295.839,3.137634533
1007,295.8385,3.138001684
1008,295.828,3.138149859
1009,295.8175,3.138120329
1010,295.8045,3.138057274
1011,296.711,3.158761686
1012,296.72,3.158866435
1013,295.8345,3.138274112
1014,295.844,3.138195958
1015,295.8765,3.138423122
1016,296.759,3.144607569
1017,296.7665,3.144297605
1018,295.834,3.122720472
1019,295.8585,3.122782031
1020,295.808,3.107817883
1021,294.851,3.086465793
1022,294.825,3.071804277
1023,293.8535,3.050832257
1024,292.947,3.031342419
1025,292.878,3.030160089
1026,291.9005,3.023033714
1027,290.9645,3.003853239
1028,290.0315,2.997420852
1029,290.0135,2.997345032
1030,289.9835,2.997035267
1031,289.963,2.996708454
1032,289.926,2.995876431
1033,288.9925,2.976841623
1034,289.931,2.983010447
1035,288.9795,2.963155946
1036,288.969,2.950187279
1037,289.9265,2.956543598
1038,289.957,2.944076058
1039,290.9105,2.95044284
1040,290.9375,2.950708876
1041,290.9435,2.950755646
1042,291.9325,2.970426642
1043,292.889,2.98982292
1044,293.832,3.009265686
1045,292.886,3.002947462
1046,292.8645,3.002574465
1047,292.851,2.989443114
1048,291.898,2.970187132
1049,291.938,2.970583471
1050,293.841,2.996344848
1051,293.865,2.996602857
1052,293.8815,2.99689134
1053,294.782,3.015865309
1054,291.9285,2.983634405
1055,289.9275,2.969656311
1056,286.076,2.91819657
1057,284.1,2.880647403
1058,283.1315,2.873727714
1059,283.085,2.873240229
1060,282.136,2.855608537
1061,282.071,2.85480896
1062,282.039,2.854293707
1063,282.024,2.854018341
1064,282.024,2.854012247
1065,281.12,2.848124067
1066,281.103,2.847988009
1067,280.1775,2.830848551
1068,280.1635,2.83062548
1069,280.1075,2.829805233
1070,280.09,2.829427998
1071,279.191,2.812640197
1072,280.111,2.818530625
1073,280.1275,2.818702687
1074,281.0425,2.835475486
1075,281.0455,2.835567007
1076,280.119,2.818623887
1077,279.189,2.812403639
1078,279.143,2.81181686
1079,278.152,2.79404869
1080,275.2915,2.753901484
1081,275.2655,2.753484476
1082,274.2825,2.736580687
1083,274.276,2.736292189
1084,274.2535,2.736034359
1085,273.308,2.719907997
1086,272.3425,2.713654239
1087,272.331,2.713560314
1088,272.3185,2.713476271
1089,271.3405,2.707193618
1090,270.3715,2.700989937
1091,270.354,2.700933345
1092,269.398,2.694902671
1093,269.3795,2.694775617
1094,268.435,2.688780261
1095,267.483,2.673175263
1096,267.4625,2.67308366
1097,268.343,2.688127127
1098,267.4505,2.682581274
1099,267.451,2.682626763
1100,267.4475,2.682615329
1101,267.445,2.682594308
1102,267.4425,2.682562701
1103,267.4405,2.682555411
1104,267.441,2.682563849
1105,267.438,2.682550268
1106,267.4365,2.682577881
1107,267.439,2.682620075
1108,267.4395,2.682628514
